index,a,b,digit,hard,gold_position,probe_position,probe_correct,generation_correct,parseable,critical,completion
816,853010,4.0174 × 10^5,6,False,a,a,True,True,True,False," 853010
Q: Which is larger, 1.00000000000000000000000"
817,7.8046 × 10^5,436796,6,False,a,a,True,True,True,False," 7.8046 × 10^5
Q: Which is larger, 1.00000000000000000"
818,506562,1.8643 × 10^5,6,False,a,a,True,True,True,False," 506562
Q: Which is larger, 1.00000000000000000000000"
819,4.9977 × 10^5,485846,6,True,a,a,True,True,True,False," 4.9977 × 10^5
Q: Which is larger, 1.00000000000000000"
820,2.9666 × 10^5,387010,6,False,b,b,True,True,True,False," 387010
Q: Which is larger, 1.00000000000000000000000"
821,2.9327 × 10^5,237506,6,False,a,a,True,True,True,False," 2.9327 × 10^5
Q: Which is larger, 1.00000000000000000"
822,896275,1.8459 × 10^5,6,False,a,a,True,True,True,False," 896275
Q: Which is larger, 1.00000000000000000000000"
823,5.9248 × 10^5,232124,6,False,a,a,True,True,True,False," 5.9248 × 10^5
Q: Which is larger, 1.00000000000000000"
824,996304,3.1318 × 10^5,6,False,a,a,True,True,True,False," 996304
Q: Which is larger, 1.00000000000000000000000"
825,2.2684 × 10^5,883019,6,False,b,b,True,True,True,False," 883019
Q: Which is larger, 1.00000000000000000000000"
826,908833,9.4547 × 10^5,6,True,b,b,True,True,True,False," 9.4547 × 10^5
Q: Which is larger, 1.00000000000000000"
827,1.8973 × 10^5,801414,6,False,b,b,True,True,True,False," 801414
Q: Which is larger, 1.00000000000000000000000"
828,270998,8.2025 × 10^5,6,False,b,b,True,True,True,False," 8.2025 × 10^5
Q: Which is larger, 1.00000000000000000"
829,7.6147 × 10^5,291680,6,False,a,a,True,True,True,False," 7.6147 × 10^5
Q: Which is larger, 1.00000000000000000"
830,9.0345 × 10^5,614473,6,False,a,a,True,True,True,False," 9.0345 × 10^5
Q: Which is larger, 1.0000001 × 10^10 or 9"
831,857615,4.3166 × 10^5,6,False,a,a,True,True,True,False," 857615
Q: Which is larger, 1.00000000000000000000000"
832,3.8575 × 10^5,429694,6,False,b,b,True,True,True,False," 429694
Q: Which is larger, 1.00000000000000000000000"
833,710807,6.5436 × 10^5,6,False,a,a,True,True,True,False," 710807
Q: Which is larger, 1.00000000000000000000000"
834,6.4668 × 10^5,704970,6,False,b,b,True,True,True,False," 704970
Q: Which is larger, 1.00000000000000000000000"
835,1.3846 × 10^5,538684,6,False,b,b,True,True,True,False," 538684
Q: Which is larger, 1.3846 × 10^5 or 5.38684 × 10"
836,6.4868 × 10^5,215300,6,False,a,a,True,True,True,False," 6.4868 × 10^5
Q: Which is larger, 1.00000000000000000"
837,892692,7.3738 × 10^5,6,False,a,a,True,False,True,True," 7.3738 × 10^5
Q: Which is larger, 1.00000000000000000"
838,835720,8.8794 × 10^5,6,True,b,b,True,True,True,False," 8.8794 × 10^5
Q: Which is larger, 1.00000000000000000"
839,3.3119 × 10^5,461861,6,False,b,b,True,False,True,True," 3.3119 × 10^5
Q: Which is larger, 1.00000000000000000"
840,485368,5.3014 × 10^5,6,False,b,b,True,True,True,False," 5.3014 × 10^5
Q: Which is larger, 1.00000000000000000"
841,2.6902 × 10^5,868158,6,False,b,b,True,True,True,False," 868158
Q: Which is larger, 1.00000000000000000000000"
842,699950,5.4404 × 10^5,6,False,a,a,True,False,True,True," 5.4404 × 10^5
Q: Which is larger, 1.00000000000000000"
843,744932,8.7315 × 10^5,6,False,b,b,True,True,True,False," 8.7315 × 10^5
Q: Which is larger, 1.00000000000000000"
844,353704,7.622 × 10^5,6,False,b,b,True,True,True,False," 7.622 × 10^5
Q: Which is larger, 1.000000000000000000"
845,3.6732 × 10^5,123792,6,False,a,a,True,True,True,False," 3.6732 × 10^5
Q: Which is larger, 1.00000000000000000"
846,526729,3.6195 × 10^5,6,False,a,a,True,True,True,False," 526729
Q: Which is larger, 1.00000000000000000000000"
847,698021,2.7784 × 10^5,6,False,a,a,True,False,True,True," 2.7784 × 10^5
Q: Which is larger, 1.00000000000000000"
848,611948,1.1308 × 10^5,6,False,a,a,True,True,True,False," 611948
Q: Which is larger, 1.00000000000000000000000"
849,304389,5.1245 × 10^5,6,False,b,b,True,True,True,False," 5.1245 × 10^5
Q: Which is larger, 1.00000000000000000"
850,161326,1.2585 × 10^5,6,False,a,a,True,False,True,True," 1.2585 × 10^5
Q: Which is larger, 1.00000000000000000"
851,4.06 × 10^5,587391,6,False,b,b,True,True,True,False," 587391
Q: Which is larger, 1.00000000000000000000000"
852,310842,3.0958 × 10^5,6,True,a,b,False,False,True,False," 3.0958 × 10^5
Q: Which is larger, 1.00000000000000000"
853,184750,7.5388 × 10^5,6,False,b,b,True,True,True,False," 7.5388 × 10^5
Q: Which is larger, 1.00000000000000000"
854,548999,2.5633 × 10^5,6,False,a,a,True,True,True,False," 548999
Q: Which is larger, 1.00000000000000000000000"
855,8.318 × 10^5,660602,6,False,a,a,True,True,True,False," 8.318 × 10^5
Q: Which is larger, 1.000000000000000000"
856,421630,4.8368 × 10^5,6,False,b,b,True,True,True,False," 4.8368 × 10^5
Q: Which is larger, 1.00000000000000000"
857,304006,1.3943 × 10^5,6,False,a,a,True,True,True,False," 304006
Q: Which is larger, 1.00000000000000000000000"
858,834007,9.3775 × 10^5,6,False,b,b,True,True,True,False," 9.3775 × 10^5
Q: Which is larger, 1.00000000000000000"
859,1.9729 × 10^5,958697,6,False,b,b,True,True,True,False," 958697
Q: Which is larger, 1.00000000000000000000000"
860,592745,7.1301 × 10^5,6,False,b,b,True,True,True,False," 7.1301 × 10^5
Q: Which is larger, 1.00000000000000000"
861,682965,6.076 × 10^5,6,False,a,a,True,True,True,False," 682965
Q: Which is larger, 1.00000000000000000000000"
862,8.7644 × 10^5,469274,6,False,a,a,True,True,True,False," 8.7644 × 10^5
Q: Which is larger, 1.00000000000000000"
863,680212,4.1474 × 10^5,6,False,a,a,True,False,True,True," 4.1474 × 10^5
Q: Which is larger, 1.00000000000000000"
864,1.1363 × 10^5,573144,6,False,b,b,True,True,True,False," 573144
Q: Which is larger, 1.00000000000000000000000"
865,592739,1.2293 × 10^5,6,False,a,a,True,True,True,False," 592739
Q: Which is larger, 1.2 × 10^4 or 12000? A: 1.2 × "
866,4.3334 × 10^5,632699,6,False,b,b,True,False,True,True," 4.3334 × 10^5
Q: Which is larger, 1.00000000000000000"
867,180768,6.3196 × 10^5,6,False,b,b,True,True,True,False," 6.3196 × 10^5
Q: Which is larger, 1.00000000000000000"
868,4.9618 × 10^5,645753,6,False,b,b,True,False,True,True," 4.9618 × 10^5
Q: Which is larger, 1.00000000000000000"
869,586890,2.5085 × 10^5,6,False,a,a,True,False,True,True," 2.5085 × 10^5
Q: Which is larger, 1.00000000000000000"
870,8.1831 × 10^5,694952,6,False,a,a,True,True,True,False," 8.1831 × 10^5
Q: Which is larger, 1.00000000000000000"
871,731400,8.9149 × 10^5,6,False,b,b,True,True,True,False," 8.9149 × 10^5
Q: Which is larger, 1.00000000000000000"
872,5.1061 × 10^5,840968,6,False,b,b,True,True,True,False," 840968
Q: Which is larger, 1.00000000000000000000000"
873,1.8943 × 10^5,481690,6,False,b,b,True,True,True,False," 481690
Q: Which is larger, 1.00000000000000000000000"
874,1.6781 × 10^5,979287,6,False,b,b,True,True,True,False," 979287
Q: Which is larger, 1.00000000000000000000000"
875,2.7027 × 10^5,199629,6,False,a,a,True,True,True,False," 2.7027 × 10^5
Q: Which is larger, 1.00000000000000000"
876,681694,9.2163 × 10^5,6,False,b,b,True,True,True,False," 9.2163 × 10^5
Q: Which is larger, 1.00000000000000000"
877,8.782 × 10^5,769223,6,False,a,a,True,True,True,False," 8.782 × 10^5
Q: Which is larger, 1.000000000000000000"
878,9.0477 × 10^5,582044,6,False,a,a,True,True,True,False," 9.0477 × 10^5
Q: Which is larger, 1.00000000000000000"
879,138847,5.1359 × 10^5,6,False,b,b,True,True,True,False," 5.1359 × 10^5
Q: Which is larger, 1.00000000000000000"
880,843497,1.309 × 10^5,6,False,a,a,True,True,True,False," 843497
Q: Which is larger, 1.00000000000000000000000"
881,5.7891 × 10^5,967112,6,False,b,b,True,True,True,False," 967112
Q: Which is larger, 1.00000000000000000000000"
882,428237,5.3598 × 10^5,6,False,b,b,True,True,True,False," 5.3598 × 10^5
Q: Which is larger, 1.00000000000000000"
883,432345,1.2474 × 10^5,6,False,a,a,True,True,True,False," 432345
Q: Which is larger, 1.2 × 10^4 or 12000? A: 1.2 × "
884,621089,8.8459 × 10^5,6,False,b,b,True,True,True,False," 8.8459 × 10^5
Q: Which is larger, 1.00000000000000000"
885,833231,5.8547 × 10^5,6,False,a,a,True,False,True,True," 5.8547 × 10^5
Q: Which is larger, 1.00000000000000000"
886,1.1505 × 10^5,903201,6,False,b,b,True,True,True,False," 903201
Q: Which is larger, 1.00000000000000000000000"
887,2.8229 × 10^5,338912,6,False,b,b,True,True,True,False," 338912
Q: Which is larger, 1.00000000000000000000000"
888,3.7193 × 10^5,675714,6,False,b,b,True,True,True,False," 675714
Q: Which is larger, 1.00000000000000000000000"
889,685659,9.8794 × 10^5,6,False,b,b,True,True,True,False," 9.8794 × 10^5
Q: Which is larger, 1.00000000000000000"
890,291089,7.2193 × 10^5,6,False,b,b,True,True,True,False," 7.2193 × 10^5
Q: Which is larger, 1.00000000000000000"
891,4.2053 × 10^5,331377,6,False,a,a,True,True,True,False," 4.2053 × 10^5
Q: Which is larger, 1.00000000000000000"
892,763264,1.5049 × 10^5,6,False,a,a,True,True,True,False," 763264
Q: Which is larger, 1.00000000000000000000000"
893,273921,8.1685 × 10^5,6,False,b,b,True,True,True,False," 8.1685 × 10^5
Q: Which is larger, 1.00000000000000000"
894,784541,8.7787 × 10^5,6,False,b,b,True,True,True,False," 8.7787 × 10^5
Q: Which is larger, 1.00000000000000000"
895,716472,1.5852 × 10^5,6,False,a,a,True,True,True,False," 716472
Q: Which is larger, 1.00000000000000000000000"
896,4.7494 × 10^5,416895,6,False,a,a,True,True,True,False," 4.7494 × 10^5
Q: Which is larger, 1.00000000000000000"
897,2.9813 × 10^5,749296,6,False,b,b,True,True,True,False," 749296
Q: Which is larger, 1.00000000000000000000000"
898,119487,1.7423 × 10^5,6,False,b,b,True,True,True,False," 1.7423 × 10^5
Q: Which is larger, 1.00000000000000000"
899,268638,6.2973 × 10^5,6,False,b,b,True,True,True,False," 6.2973 × 10^5
Q: Which is larger, 1.00000000000000000"
900,740385,1.2462 × 10^5,6,False,a,a,True,True,True,False," 740385
Q: Which is larger, 1.00000000000000000000000"
901,1.6949 × 10^5,104754,6,False,a,a,True,True,True,False," 1.6949 × 10^5
Q: Which is larger, 1.00000000000000000"
902,4.3616 × 10^5,441290,6,True,b,b,True,False,True,True," 4.3616 × 10^5
Q: Which is larger, 1.00000000000000000"
903,3.1483 × 10^5,202265,6,False,a,a,True,True,True,False," 3.1483 × 10^5
Q: Which is larger, 1.00000000000000000"
904,6.4814 × 10^5,581791,6,False,a,a,True,True,True,False," 6.4814 × 10^5
Q: Which is larger, 1.00000000000000000"
905,641483,4.4477 × 10^5,6,False,a,a,True,False,True,True," 4.4477 × 10^5
Q: Which is larger, 1.00000000000000000"
906,161088,6.9499 × 10^5,6,False,b,b,True,True,True,False," 6.9499 × 10^5
Q: Which is larger, 1.00000000000000000"
907,113385,2.004 × 10^5,6,False,b,b,True,True,True,False," 2.004 × 10^5
Q: Which is larger, 1.000000000000000000"
908,785651,2.6172 × 10^5,6,False,a,a,True,True,True,False," 785651
Q: Which is larger, 1.00000000000000000000000"
909,1.5306 × 10^5,107369,6,False,a,a,True,True,True,False," 1.5306 × 10^5
Q: Which is larger, 1.00000000000000000"
910,5.1996 × 10^5,421320,6,False,a,a,True,True,True,False," 5.1996 × 10^5
Q: Which is larger, 1.00000000000000000"
911,807598,5.1155 × 10^5,6,False,a,a,True,True,True,False," 807598
Q: Which is larger, 1.00000000000000000000000"
912,638493,6.575 × 10^5,6,True,b,b,True,True,True,False," 6.575 × 10^5
Q: Which is larger, 1.000000000000000000"
913,1.4722 × 10^5,915220,6,False,b,b,True,True,True,False," 915220
Q: Which is larger, 1.00000000000000000000000"
914,980964,8.6721 × 10^5,6,False,a,a,True,False,True,True," 8.6721 × 10^5
Q: Which is larger, 1.00000000000000000"
915,651092,4.1459 × 10^5,6,False,a,a,True,False,True,True," 4.1459 × 10^5
Q: Which is larger, 1.00000000000000000"
916,4.3279 × 10^5,575485,6,False,b,b,True,True,True,False," 575485
Q: Which is larger, 1.00000000000000000000000"
917,967009,3.189 × 10^5,6,False,a,a,True,True,True,False," 967009
Q: Which is larger, 1.00000000000000000000000"
918,267324,7.1466 × 10^5,6,False,b,b,True,True,True,False," 7.1466 × 10^5
Q: Which is larger, 1.00000000000000000"
919,2.3652 × 10^5,534173,6,False,b,b,True,True,True,False," 534173
Q: Which is larger, 1.00000000000000000000000"
920,2.2945 × 10^5,560556,6,False,b,b,True,True,True,False," 560556
Q: Which is larger, 1.00000000000000000000000"
921,8.4496 × 10^5,459797,6,False,a,a,True,True,True,False," 8.4496 × 10^5
Q: Which is larger, 1.00000000000000000"
922,7.8387 × 10^5,677910,6,False,a,a,True,True,True,False," 7.8387 × 10^5
Q: Which is larger, 1.00000000000000000"
923,9.6187 × 10^5,982530,6,True,b,b,True,False,True,True," 9.6187 × 10^5
Q: Which is larger, 1.00000000000000000"
924,7.0896 × 10^5,314114,6,False,a,a,True,True,True,False," 7.0896 × 10^5
Q: Which is larger, 1.00000000000000000"
925,896167,1.187 × 10^5,6,False,a,a,True,True,True,False," 896167
Q: Which is larger, 1.00000000000000000000000"
926,2.0972 × 10^5,292684,6,False,b,b,True,True,True,False," 292684
Q: Which is larger, 1.00000000000000000000000"
927,321012,3.347 × 10^5,6,True,b,b,True,True,True,False," 3.347 × 10^5
Q: Which is larger, 1.000000000000000000"
928,793419,6.3171 × 10^5,6,False,a,a,True,False,True,True," 6.3171 × 10^5
Q: Which is larger, 1.00000000000000000"
929,7.7685 × 10^5,884150,6,False,b,b,True,True,True,False," 884150
Q: Which is larger, 1.00000000000000000000000"
930,6.193 × 10^5,244571,6,False,a,a,True,True,True,False," 6.193 × 10^5
Q: Which is larger, 1.000000000000000000"
931,5.9443 × 10^5,840828,6,False,b,b,True,True,True,False," 840828
Q: Which is larger, 1.00000000000000000000000"
932,122801,1.8329 × 10^5,6,False,b,b,True,True,True,False," 1.8329 × 10^5
Q: Which is larger, 1.00000000000000000"
933,8.9679 × 10^5,979769,6,False,b,b,True,True,True,False," 979769
Q: Which is larger, 1.00000000000000000000000"
934,7.0603 × 10^5,770256,6,False,b,b,True,False,True,True," 7.0603 × 10^5
Q: Which is larger, 1.00000000000000000"
935,237693,9.8818 × 10^5,6,False,b,b,True,True,True,False," 9.8818 × 10^5
Q: Which is larger, 1.00000000000000000"
936,518962,2.7285 × 10^5,6,False,a,a,True,False,True,True," 2.7285 × 10^5
Q: Which is larger, 1.00000000000000000"
937,485346,6.201 × 10^5,6,False,b,b,True,True,True,False," 6.201 × 10^5
Q: Which is larger, 1.000000000000000000"
938,778847,7.1109 × 10^5,6,False,a,a,True,True,True,False," 778847
Q: Which is larger, 1.00000000000000000000000"
939,629335,9.7429 × 10^5,6,False,b,b,True,True,True,False," 9.7429 × 10^5
Q: Which is larger, 1.00000000000000000"
940,3.4607 × 10^5,221075,6,False,a,a,True,True,True,False," 3.4607 × 10^5
Q: Which is larger, 1.00000000000000000"
941,875426,7.5977 × 10^5,6,False,a,a,True,False,True,True," 7.5977 × 10^5
Q: Which is larger, 1.00000000000000000"
942,7.7612 × 10^5,422787,6,False,a,a,True,True,True,False," 7.7612 × 10^5
Q: Which is larger, 1.00000000000000000"
943,7.9582 × 10^5,408239,6,False,a,a,True,True,True,False," 7.9582 × 10^5
Q: Which is larger, 1.0000000001 × 10^10"
944,189243,4.8811 × 10^5,6,False,b,b,True,True,True,False," 4.8811 × 10^5
Q: Which is larger, 1.00000000000000000"
945,8.9363 × 10^5,672419,6,False,a,a,True,True,True,False," 8.9363 × 10^5
Q: Which is larger, 1.0000000001 × 10^10"
946,237512,2.5017 × 10^5,6,True,b,b,True,True,True,False," 2.5017 × 10^5
Q: Which is larger, 1.00000000000000000"
947,2.4797 × 10^5,579171,6,False,b,b,True,True,True,False," 579171
Q: Which is larger, 1.00000000000000000000000"
948,266462,8.8274 × 10^5,6,False,b,b,True,True,True,False," 8.8274 × 10^5
Q: Which is larger, 1.00000000000000000"
949,650206,6.71 × 10^5,6,True,b,b,True,True,True,False," 6.71 × 10^5
Q: Which is larger, 1.0000000000000000000"
950,720476,7.8071 × 10^5,6,False,b,b,True,True,True,False," 7.8071 × 10^5
Q: Which is larger, 1.00000000000000000"
951,450812,7.8637 × 10^5,6,False,b,b,True,True,True,False," 7.8637 × 10^5
Q: Which is larger, 1.00000000000000000"
952,308653,4.5834 × 10^5,6,False,b,b,True,True,True,False," 4.5834 × 10^5
Q: Which is larger, 1.00000000000000000"
953,676786,5.7376 × 10^5,6,False,a,a,True,False,True,True," 5.7376 × 10^5
Q: Which is larger, 1.00000000000000000"
954,8.6032 × 10^5,486236,6,False,a,a,True,True,True,False," 8.6032 × 10^5
Q: Which is larger, 1.00000000000000000"
955,826873,7.2648 × 10^5,6,False,a,a,True,False,True,True," 7.2648 × 10^5
Q: Which is larger, 1.00000000000000000"
956,3.4785 × 10^5,276726,6,False,a,a,True,True,True,False," 3.4785 × 10^5
Q: Which is larger, 1.0000000001 × 10^10"
957,313040,2.1944 × 10^5,6,False,a,a,True,False,True,True," 2.1944 × 10^5
Q: Which is larger, 1.00000000000000000"
958,742567,6.3972 × 10^5,6,False,a,a,True,True,True,False," 742567
Q: Which is larger, 1.00000000000000000000000"
959,2.6046 × 10^5,778686,6,False,b,b,True,True,True,False," 778686
Q: Which is larger, 1.00000000000000000000000"
960,991727,2.8325 × 10^5,6,False,a,a,True,True,True,False," 991727
Q: Which is larger, 1.00000000000000000000000"
961,8.6003 × 10^5,910568,6,True,b,b,True,True,True,False," 910568
Q: Which is larger, 1.00000000000000000000000"
962,165250,7.8725 × 10^5,6,False,b,b,True,True,True,False," 7.8725 × 10^5
Q: Which is larger, 1.00000000000000000"
963,645318,5.8334 × 10^5,6,False,a,a,True,False,True,True," 5.8334 × 10^5
Q: Which is larger, 1.00000000000000000"
964,279774,3.379 × 10^5,6,False,b,b,True,True,True,False," 3.379 × 10^5
Q: Which is larger, 1.000000000000000000"
965,534679,7.166 × 10^5,6,False,b,b,True,True,True,False," 7.166 × 10^5
Q: Which is larger, 1.000000000000000000"
966,754623,2.2386 × 10^5,6,False,a,a,True,True,True,False," 754623
Q: Which is larger, 1.00000000000000000000000"
967,2.8191 × 10^5,895032,6,False,b,b,True,True,True,False," 895032
Q: Which is larger, 1.00000000000000000000000"
968,7.1751 × 10^5,994289,6,False,b,b,True,False,True,True," 7.1751 × 10^5
Q: Which is larger, 1.00000000000000000"
969,750796,4.9722 × 10^5,6,False,a,a,True,True,True,False," 750796
Q: Which is larger, 1.00000000000000000000000"
970,2.346 × 10^5,238523,6,True,b,b,True,True,True,False," 238523
Q: Which is larger, 1.00000000000000000000000"
971,133446,1.5279 × 10^5,6,False,b,b,True,True,True,False," 1.5279 × 10^5
Q: Which is larger, 1.00000000000000000"
972,2.8808 × 10^5,543571,6,False,b,b,True,True,True,False," 543571
Q: Which is larger, 1.00000000000000000000000"
973,9.7453 × 10^5,131051,6,False,a,a,True,True,True,False," 9.7453 × 10^5
Q: Which is larger, 1.00000000000000000"
974,617249,8.836 × 10^5,6,False,b,b,True,True,True,False," 8.836 × 10^5
Q: Which is larger, 1.000000000000000000"
975,482908,6.1455 × 10^5,6,False,b,b,True,True,True,False," 6.1455 × 10^5
Q: Which is larger, 1.00000000000000000"
976,361713,7.7946 × 10^5,6,False,b,b,True,True,True,False," 7.7946 × 10^5
Q: Which is larger, 1.00000000000000000"
977,1.0178 × 10^5,202608,6,False,b,b,True,True,True,False," 202608
Q: Which is larger, 1.0178 × 10^5 or 101780? A: 1"
978,9.4585 × 10^5,406568,6,False,a,a,True,True,True,False," 9.4585 × 10^5
Q: Which is larger, 1.00000000000000000"
979,9.2622 × 10^5,833082,6,False,a,a,True,True,True,False," 9.2622 × 10^5
Q: Which is larger, 1.00000000000000000"
980,5.0384 × 10^5,800509,6,False,b,b,True,True,True,False," 800509
Q: Which is larger, 1.00000000000000000000000"
981,8.8041 × 10^5,757191,6,False,a,a,True,True,True,False," 8.8041 × 10^5
Q: Which is larger, 1.00000000000000000"
982,2.359 × 10^5,136512,6,False,a,a,True,True,True,False," 2.359 × 10^5
Q: Which is larger, 1.001 × 10^4 or 10000? A"
983,336951,8.3957 × 10^5,6,False,b,b,True,True,True,False," 8.3957 × 10^5
Q: Which is larger, 1.00000000000000000"
984,919192,1.5245 × 10^5,6,False,a,a,True,True,True,False," 919192
Q: Which is larger, 1.00000000000000000000000"
985,1.5155 × 10^5,327931,6,False,b,b,True,True,True,False," 327931
Q: Which is larger, 1.00000000000000000000000"
986,328462,9.0555 × 10^5,6,False,b,b,True,True,True,False," 9.0555 × 10^5
Q: Which is larger, 1.00000000000000000"
987,9.6489 × 10^5,454943,6,False,a,a,True,True,True,False," 9.6489 × 10^5
Q: Which is larger, 1.00000000000000000"
988,423184,1.3245 × 10^5,6,False,a,a,True,True,True,False," 423184
Q: Which is larger, 1.00000000000000000000000"
989,6.0735 × 10^5,326998,6,False,a,a,True,True,True,False," 6.0735 × 10^5
Q: Which is larger, 1.00000000000000000"
990,3.7532 × 10^5,614272,6,False,b,b,True,True,True,False," 614272
Q: Which is larger, 1.00000000000000000000000"
991,684823,5.7777 × 10^5,6,False,a,a,True,False,True,True," 5.7777 × 10^5
Q: Which is larger, 1.00000000000000000"
992,9.7233 × 10^5,239816,6,False,a,a,True,True,True,False," 9.7233 × 10^5
Q: Which is larger, 1.00000000000000000"
993,4.4176 × 10^5,873248,6,False,b,b,True,True,True,False," 873248
Q: Which is larger, 1.00000000000000000000000"
994,5.033 × 10^5,770140,6,False,b,b,True,True,True,False," 770140
Q: Which is larger, 1.0000000001 × 10^10 or 10^1"
995,537183,5.3289 × 10^5,6,True,a,a,True,False,True,True," 5.3289 × 10^5
Q: Which is larger, 1.00000000000000000"
996,1.3476 × 10^5,487924,6,False,b,b,True,True,True,False," 487924
Q: Which is larger, 1.3476 × 10^5 or 1.3476 × 10^"
997,155146,9.8154 × 10^5,6,False,b,b,True,True,True,False," 9.8154 × 10^5
Q: Which is larger, 1.00000000000000000"
998,1.2511 × 10^5,504350,6,False,b,b,True,True,True,False," 504350
Q: Which is larger, 1.2511 × 10^5 or 125110? A: 1"
999,5.2658 × 10^5,771041,6,False,b,b,True,True,True,False," 771041
Q: Which is larger, 1.00000000000000000000000"
1000,9443797,9.0963 × 10^6,7,True,a,a,True,False,True,True," 9.0963 × 10^6
Q: Which is larger, 1.00000000000000000"
1001,3629516,7.8622 × 10^6,7,False,b,b,True,True,True,False," 7.8622 × 10^6
Q: Which is larger, 1.00000000000000000"
1002,9.8441 × 10^6,6714675,7,False,a,a,True,True,True,False," 9.8441 × 10^6
Q: Which is larger, 1.00000000000000000"
1003,5.4176 × 10^6,6611545,7,False,b,b,True,True,True,False," 6611545
Q: Which is larger, 1.0000000000000000000000"
1004,3.8934 × 10^6,9185438,7,False,b,b,True,True,True,False," 9185438
Q: Which is larger, 1.0000000000000000000000"
1005,2620762,8.8808 × 10^6,7,False,b,b,True,True,True,False," 8.8808 × 10^6
Q: Which is larger, 1.00000000000000000"
1006,6.216 × 10^6,6451635,7,True,b,b,True,False,True,True," 6.216 × 10^6
Q: Which is larger, 1.000000000000000000"
1007,2.5184 × 10^6,8821000,7,False,b,b,True,True,True,False," 8821000
Q: Which is larger, 1.0000000000000000000000"
1008,1728451,6.0157 × 10^6,7,False,b,b,True,True,True,False," 6.0157 × 10^6
Q: Which is larger, 1.00000000000000000"
1009,6121847,7.1604 × 10^6,7,False,b,b,True,True,True,False," 7.1604 × 10^6
Q: Which is larger, 1.0000001 × 10^10 or 1"
1010,1617694,5.9098 × 10^6,7,False,b,b,True,True,True,False," 5.9098 × 10^6
Q: Which is larger, 1.00000000000000000"
1011,4.8409 × 10^6,4239935,7,False,a,a,True,True,True,False," 4.8409 × 10^6
Q: Which is larger, 1.00000000000000000"
1012,4726886,8.8709 × 10^6,7,False,b,b,True,True,True,False," 8.8709 × 10^6
Q: Which is larger, 1.00000000000000000"
1013,6.8183 × 10^6,1921540,7,False,a,a,True,True,True,False," 6.8183 × 10^6
Q: Which is larger, 1.00000000000000000"
1014,4.347 × 10^6,4865782,7,False,b,b,True,False,True,True," 4.347 × 10^6
Q: Which is larger, 1.000000000000000000"
1015,9742819,4.7509 × 10^6,7,False,a,a,True,False,True,True," 4.7509 × 10^6
Q: Which is larger, 1.00000000000000000"
1016,5.037 × 10^6,2100755,7,False,a,a,True,True,True,False," 5.037 × 10^6
Q: Which is larger, 1.000000000000000000"
1017,2.2072 × 10^6,8534010,7,False,b,b,True,True,True,False," 8534010
Q: Which is larger, 1.0000000000000000000000"
1018,3993513,1.4617 × 10^6,7,False,a,a,True,False,True,True," 1.4617 × 10^6
Q: Which is larger, 1.00000000000000000"
1019,2.597 × 10^6,7599084,7,False,b,b,True,True,True,False," 7599084
Q: Which is larger, 1.0000000000000000000000"
1020,5397931,3.2403 × 10^6,7,False,a,a,True,False,True,True," 3.2403 × 10^6
Q: Which is larger, 1.00000000000000000"
1021,2.2203 × 10^6,7461890,7,False,b,b,True,True,True,False," 7461890
Q: Which is larger, 1.0000000000000000000000"
1022,9475238,2.3056 × 10^6,7,False,a,a,True,True,True,False," 9475238
Q: Which is larger, 1.0000000000000000000000"
1023,1254864,3.4914 × 10^6,7,False,b,b,True,True,True,False," 3.4914 × 10^6
Q: Which is larger, 1.00000000000000000"
1024,8.4425 × 10^6,2193724,7,False,a,a,True,True,True,False," 8.4425 × 10^6
Q: Which is larger, 1.00000000000000000"
1025,3.2989 × 10^6,1408922,7,False,a,a,True,True,True,False," 3.2989 × 10^6
Q: Which is larger, 1.00000000000000000"
1026,7.1117 × 10^6,5511877,7,False,a,a,True,True,True,False," 7.1117 × 10^6
Q: Which is larger, 1.00000000000000000"
1027,7439959,8.5849 × 10^6,7,False,b,b,True,True,True,False," 8.5849 × 10^6
Q: Which is larger, 1.00000000000000000"
1028,1.0324 × 10^6,6967135,7,False,b,b,True,True,True,False," 6967135
Q: Which is larger, 1.0324 × 10^6 or 1.0324 × 10"
1029,8.017 × 10^6,7582587,7,True,a,a,True,True,True,False," 8.017 × 10^6
Q: Which is larger, 1.001 × 10^4 or 10010? A"
1030,4.7187 × 10^6,4297334,7,False,a,a,True,True,True,False," 4.7187 × 10^6
Q: Which is larger, 1.00000000000000000"
1031,9445684,3.2774 × 10^6,7,False,a,a,True,False,True,True," 3.2774 × 10^6
Q: Which is larger, 1.00000000000000000"
1032,2883222,2.9748 × 10^6,7,True,b,b,True,True,True,False," 2.9748 × 10^6
Q: Which is larger, 1.00000000000000000"
1033,8244590,8.4995 × 10^6,7,True,b,b,True,True,True,False," 8.4995 × 10^6
Q: Which is larger, 1.00000000000000000"
1034,5.6866 × 10^6,4499234,7,False,a,a,True,True,True,False," 5.6866 × 10^6
Q: Which is larger, 1.00000000000000000"
1035,7847283,4.8877 × 10^6,7,False,a,a,True,False,True,True," 4.8877 × 10^6
Q: Which is larger, 1.00000000000000000"
1036,1512525,3.8722 × 10^6,7,False,b,b,True,True,True,False," 3.8722 × 10^6
Q: Which is larger, 1.00000000000000000"
1037,7.5496 × 10^6,9430087,7,False,b,b,True,True,True,False," 9430087
Q: Which is larger, 1.0000000000000000000000"
